Y,X1,X2,X3,X4,X5,X6,X7,X8
Not Won,75,1,1,8.258879482,12.06844326,4.224424102,77.9119798,16.19207979
Won,29,0,1,79.03341257,69.81140557,58.05415464,51.83429632,84.20120002
Not Won,30,3,0,72.37830012,55.91495737,77.12376453,52.64905037,78.82776786
Not Won,75,1,0,22.62593612,39.41407951,36.50244611,10.60610939,8.610245258
Not Won,46,2,0,47.5372087,44.89597912,34.46892824,73.40318485,58.92022661
Won,56,7,1,51.03750576,29.33806199,36.54751332,52.19564717,41.66058068
Not Won,43,6,0,42.97542067,73.3885116,70.12575037,35.8545509,54.54593241
Won,53,0,1,56.43375354,45.57415617,34.49282717,33.29761265,54.58445481
Not Won,30,5,0,71.72426411,39.16021023,77.05842501,67.49814445,82.79970682
Won,46,0,1,75.44590315,41.40935387,45.47182143,33.87923286,65.04001606
Not Won,69,2,1,23.79111981,22.6939284,30.17283651,48.72974029,19.66782322
Won,61,8,1,47.85721781,38.09088672,40.5286624,22.18365012,35.87371095
Not Won,71,2,0,4.864924487,7.304979106,36.36008949,76.09253134,14.38938978
Won,51,0,1,61.7061264,43.23685782,45.74639539,25.34896561,60.99089151
Not Won,32,8,0,53.9585623,58.56468023,55.34986934,80.18589091,82.49060747
Won,49,0,1,50.21221893,50.91104322,55.97326024,36.19597233,54.45619479
Won,45,8,1,50.95730554,44.70204293,50.87192718,54.31073211,66.26064167
Won,57,9,0,39.2280031,36.23713243,29.82709829,57.85387973,45.0830998
Not Won,54,3,1,32.90062996,35.91531359,31.15021097,75.23082885,46.67424105
Not Won,40,0,0,79.55152656,39.3982868,61.17008694,37.20290412,75.11302125
Not Won,18,1,0,72.87941697,64.45768016,72.03631945,95.23495082,93.70694122
Not Won,65,4,1,4.333537004,22.25716159,33.0214602,84.8766651,22.52839267
Not Won,41,0,1,44.98937102,37.22083231,42.63285554,87.18818833,71.71270841
Not Won,60,2,1,14.31608467,45.94705206,38.91979681,62.9479625,29.02289517
Not Won,78,2,0,24.54734659,13.25308714,25.01126143,28.98837123,9.648508427
Not Won,12,1,0,82.84503416,87.04799412,85.87815842,75.18877057,98.49071678
Not Won,41,7,0,48.27687062,53.66306858,37.54965087,79.60405875,67.91035943
Not Won,37,4,0,75.96185616,64.03080148,66.19378098,28.66296328,71.73774662
Not Won,29,8,0,79.7586172,83.97422757,86.31283015,16.10696998,76.26635455
Not Won,18,0,0,82.23500885,91.55788378,75.4971591,57.01163494,92.58409071
Not Won,78,2,0,18.06684806,9.505623852,15.53282218,43.66022247,14.84779069
Won,43,0,1,62.35489875,52.86818349,53.84090824,43.72804493,63.02041339
Not Won,63,1,1,12.23092805,39.83335962,36.36239765,57.11755184,31.65918566
Won,52,8,0,35.95118962,57.04134515,46.76902826,48.01740054,44.6387095
Not Won,45,7,0,58.77612232,51.28464591,64.36125328,30.6345188,62.10400342
Won,48,2,0,38.10156164,40.16493883,77.31684545,51.35291816,44.7973147
Won,56,7,0,46.94781946,34.4061497,30.43083874,54.04566681,46.77863145
Not Won,64,3,0,35.46809012,44.38738404,67.67470965,4.061589416,22.06446485
Not Won,46,2,0,46.63454603,40.56373904,31.81177624,76.78564719,66.58525883
Won,47,0,1,50.73928358,50.59530739,42.49981273,53.92235342,55.87080217
Not Won,49,1,1,33.63760635,38.09246186,27.25756668,91.92129295,56.67808853
Won,60,8,1,24.44526233,47.09179787,39.23840741,44.02939311,35.12337267
Not Won,46,3,1,2.129256856,75.58801298,74.56849227,33.17077648,77.41949888
Won,44,8,0,45.69519302,50.16021781,50.65973989,60.95924438,61.2245674
Not Won,31,2,0,47.24015793,45.27476242,79.78342768,87.58811825,73.37554081
Not Won,36,0,0,72.67073432,68.25061038,44.08576189,45.65152997,77.25884062
Won,55,7,1,48.51401476,45.85034267,55.07308567,21.75442196,45.59022232
Won,44,0,1,77.36740191,32.03619943,41.50120997,68.70388362,50.55935158
Won,53,10,1,43.21488888,44.13970559,58.52110801,36.2917245,44.76346402
Won,72,2,1,31.67478268,38.44654911,36.43657383,9.640763867,15.94405544
Won,69,9,1,31.01003732,37.59895843,33.52958105,19.03102435,23.89353776
Won,51,0,1,51.06925928,53.78729202,54.49439912,29.24267885,49.63447776
Not Won,56,5,0,42.64815671,62.10034478,56.8104193,9.56771318,40.6609433
Won,46,7,1,51.8061924,38.96394585,48.48052896,57.13123254,62.38991207
Won,50,0,1,50.17994265,51.36398279,38.06718653,48.25393984,55.28247978
Won,65,8,1,36.99013601,33.07734005,39.05255144,28.68853831,27.68673595
Not Won,36,6,0,60.78667439,40.25232,57.00479507,73.8690728,78.58179686
Not Won,49,3,1,39.13676761,34.95456095,39.82062104,82.08137807,51.81985781
Not Won,42,2,0,51.19052949,46.2002101,63.84410995,55.22316868,62.26518899
Won,53,8,1,53.22911602,35.77329093,26.61159626,59.04418643,52.44162595
Won,57,10,0,28.97148853,42.75863624,48.83107103,50.14055638,36.74975043
Not Won,22,2,0,68.35595177,54.98568923,74.9828207,89.85064128,91.76398297
Not Won,36,1,0,59.40809608,57.94424685,52.81678189,65.21205478,72.97095271
Not Won,41,7,0,50.86680151,59.51846111,45.49338906,57.19372377,73.98087867
Won,33,6,1,79.30083947,45.49510197,66.36641299,57.14565631,78.45604634
Not Won,36,7,0,84.21842381,67.24295281,48.4839758,33.42090313,77.95866217
Won,58,8,0,34.44877419,30.33128321,38.76109084,62.88936624,36.95180354
Not Won,35,0,0,55.83706995,52.56824836,65.23065581,63.19676575,77.41304732
Not Won,47,2,0,38.50095079,81.74124681,43.11731795,43.65566079,47.14900675
Not Won,40,1,0,61.7942005,36.75835514,36.12534944,80.51729923,75.67065102
Won,54,8,1,40.91862175,37.4296105,37.27376296,60.92007995,45.37559232
Not Won,52,2,1,34.14349887,34.49863377,39.74648439,75.99875377,45.89811691
Not Won,66,2,1,19.57403889,20.56738504,12.74654581,78.04076031,30.28273924
Not Won,74,2,0,70.94390583,8.545485423,6.688124724,23.52931603,10.5105918
Won,50,8,1,45.24371407,47.30331072,43.64501067,48.63675861,56.12369377
Won,62,9,1,37.81465039,29.69717523,10.61789889,60.23528218,40.90803857
Not Won,37,6,0,70.27463854,69.19746561,73.3968539,19.66186023,71.01149
Not Won,27,6,0,50.40988459,87.55423457,46.96039682,81.45895754,86.71268866
Won,44,0,1,52.96326231,52.98672712,51.41769578,52.47807023,62.11094271
Not Won,75,2,0,0.823326271,4.943130862,2.210859261,88.23960441,20.22035846
Not Won,28,3,0,57.16065216,66.96148823,59.72890701,83.2600709,83.17996743
Not Won,34,0,0,59.78409314,43.25911932,55.76624524,85.31737414,77.87024954
Not Won,31,4,0,69.35795875,69.54318999,59.61163969,54.19717845,80.04777733
Not Won,27,7,0,77.08834813,80.87625283,62.88504434,50.31948649,85.18210649
Won,75,1,1,5.610525413,2.240207633,18.4225481,73.57772207,16.78174409
Won,71,10,1,31.59462689,22.9944883,32.35326637,29.70771117,20.36849894
Not Won,62,2,0,19.70846133,44.56786706,36.25526225,53.72668833,29.49200961
Not Won,36,6,0,54.5778228,61.39427802,72.67095568,47.2665461,73.06920623
Not Won,25,6,0,56.04202783,54.46768648,69.10360121,99,85.75848284
Won,50,7,1,48.82663669,47.3728819,64.00126676,32.53139574,45.78890122
Not Won,81,3,1,9.722108469,9.823264455,12.93899575,47.44582749,7.598117744
Not Won,76,3,0,27.87377978,23.0960723,23.88952657,25.16764069,12.17057604
Won,75,7,0,35.16288047,23.63833945,26.09231425,16.21851404,19.03474964
Won,57,8,1,34.52818805,34.95735932,45.21834261,55.2772657,37.28755718
Not Won,48,6,0,36.29287493,78.55053674,41.75967666,37.6681776,57.49892658
Not Won,28,4,0,61.13785383,81.65093122,74.5690354,51.7689111,78.39825148
Not Won,15,0,0,63.58475294,81.4267433,77.43716093,96.98027252,95.72337157
Not Won,25,0,0,81.62420441,69.36777202,83.75054135,43.6861004,87.9356506
Won,59,7,1,45.24293462,36.78422263,45.54051525,32.71292796,34.08274121
Won,55,7,0,39.56521012,34.27743297,37.67041206,63.22116141,43.55708056
Not Won,16,1,0,95.5873543,64.32972668,63.72374574,88.42396254,98.36797531
Won,47,0,1,57.42331724,53.55457674,55.58343574,30.90335739,57.64267716
Won,51,2,0,38.44950725,36.49486517,24.25728195,79.46471866,56.06271122
Not Won,29,0,0,58.52200741,56.4957709,47.7120633,93.92158085,89.91927911
Not Won,6,6,0,96.36849978,95.59285342,97.44585859,68.64480367,97.19688627
Not Won,77,3,1,40.29527417,38.82779052,8.761797721,2.235328934,15.73951709
Won,51,9,0,46.24752201,53.23908384,47.54051176,38.11598472,49.46129934
Not Won,16,8,0,86.1003454,82.67285913,93.54337768,52.35999746,92.50787776
Won,66,8,1,33.28173253,31.64527519,36.82666515,33.48315325,29.24231901
Not Won,40,4,1,48.95550727,49.53620141,48.88896426,77.71866436,65.61188714
Won,64,10,1,41.55918986,24.77887415,45.52053032,28.29432374,33.48025664
Won,57,9,1,44.42049043,39.98172058,42.28593185,41.75350787,38.74531323
Won,53,0,1,52.206896,56.46621078,44.85965501,17.70649712,56.1300377
Won,51,7,1,56.01375916,44.52075919,37.70690433,44.14950621,55.67469896
Won,59,7,0,44.75530255,31.1812832,31.56691524,50.3751268,37.2818697
Won,59,7,1,35.55837735,31.39368731,31.00996174,59.7483008,41.18868762
Not Won,13,5,0,88.96196624,91.78248826,94.2119204,52.0381124,94.59219535
Not Won,39,8,0,56.17616164,56.27209636,60.73528707,54.15711601,66.02528783
Won,59,9,0,55.92608316,40.00693035,26.00788746,24.56980788,48.15777474
Not Won,78,1,1,18.30067451,20.5021145,31.81030816,22.61048343,11.14363288
Won,54,8,1,44.68781025,48.26102599,32.52724598,43.68531714,50.93279406
Won,67,9,1,31.07489833,25.00446584,34.85748642,42.72113415,22.11876824
Not Won,33,3,0,53.47915636,59.36620319,52.05470514,81.77486274,78.62984102
Won,43,0,1,66.31114486,59.92934758,36.46784788,41.30798621,69.46985256
Won,63,7,0,36.4429018,43.20327323,27.1898627,40.66052576,30.12047922
Won,70,9,0,42.43241705,28.06372892,7.308217051,34.9894752,28.78690615
Not Won,55,1,0,53.09836517,44.98077701,62.08635561,11.56213228,42.89708264
Not Won,66,3,0,45.13458929,47.33591275,37.16197787,3.999976727,29.95371469
Not Won,57,1,1,28.57860257,29.60508739,43.53473101,67.89248444,34.73486664
Not Won,28,6,0,59.85604011,65.81637848,67.02852597,73.32340145,84.45581739
Not Won,73,3,1,22.54555598,17.97251213,18.17028969,49.79302742,17.55305839
Won,52,7,0,45.78437278,46.8403796,39.32198835,50.31394864,48.65288389
Won,53,7,0,43.24006832,44.74358728,34.19643488,51.58972521,53.94664261
Won,67,8,0,27.1293239,26.65778986,29.67466903,45.76252189,26.34371348
Not Won,40,2,0,52.76751818,41.07723549,52.97372675,78.1596588,66.17404395
Not Won,54,1,0,40.5321786,46.0699726,66.20939373,30.67836929,39.24017652
Not Won,62,1,1,33.91756374,29.4773092,12.91570874,70.76399779,36.4775327
Won,66,7,1,33.25887505,29.98017646,31.19930332,40.26263873,25.51974153
Won,55,0,1,68.83640875,47.44655594,35.65058483,11.58503636,50.54095679
Not Won,17,2,0,68.45314341,89.71938076,94.07531116,58.87617848,93.63925059
Won,41,5,1,53.93574627,62.43596936,47.45459324,57.64807564,64.02742474
Not Won,54,0,1,33.47634841,35.23579765,29.89374695,78.8739604,44.494819
Not Won,37,8,0,54.05072394,53.30457377,57.65895718,69.71335304,69.91842513
Not Won,41,4,0,62.18270399,58.00799078,70.92420626,32.8862591,63.0198622
Not Won,79,2,0,15.07414926,8.961213871,9.849266874,54.73265333,11.82349615
Not Won,19,7,0,97.95436209,93.92498848,65.88801857,44.80926551,93.20954698
Not Won,41,4,0,64.67081088,64.13279302,65.49681043,25.2062299,65.35122382
Not Won,42,5,0,48.79802028,61.08154995,50.88972174,53.7990537,63.73521058
Won,55,2,1,49.82163493,49.3069955,49.79343358,0,68.74466015
Not Won,27,2,0,42.02430434,80.27442967,81.17215432,77.97354282,73.08079949
Not Won,47,4,0,58.41203252,57.72186681,60.3557978,21.93717868,55.42715235
Won,54,8,1,34.16824523,48.14388126,40.13998713,50.8071811,48.97683311
Not Won,22,5,0,96.99225721,90.81076743,90.08977394,17.8392662,85.22939603
Won,62,9,0,37.61681681,32.46549733,25.48956109,52.48345654,35.70372178
Not Won,9,4,0,91.61012187,89.02927577,88.73223829,73.08228264,98.43205903
Won,56,7,1,48.17703548,47.91188525,52.73295302,19.8430817,40.80164607
Won,56,7,1,52.01636854,31.85218673,61.7300554,15.26492167,50.92956148
Not Won,74,1,0,33.63308347,26.39213995,46.21484421,2.580956517,11.49054392
Won,54,7,0,38.61538932,41.67488308,52.79638376,48.82410173,38.14696104
Not Won,41,8,0,59.27939619,46.47600208,59.75919468,51.79066036,65.43320636
Not Won,63,4,0,48.68199429,44.09590285,52.04834375,1.161787189,29.27976243
Not Won,24,0,0,63.14982504,65.58344627,61.99592414,83.39378766,92.84064338
Won,53,9,1,42.76151479,44.40150604,59.76260715,37.07816549,40.99943345
Won,50,8,0,55.37689344,38.83873986,37.05893772,51.83178671,55.83225162
Won,63,7,1,42.46968518,39.42559462,36.42354906,19.68596129,38.76438515
Not Won,47,8,0,62.45450466,55.5321647,62.54701459,20.624265,55.7419139
Won,53,0,1,57.95080939,45.24332634,43.76239488,23.81643483,53.41675592
Not Won,42,8,0,45.6711535,62.14947411,44.87797024,65.50063033,62.87775849
Won,45,1,0,42.12184662,44.10892033,36.86748534,82.47822879,60.11289239
Not Won,36,7,0,48.33842173,58.73870019,81.06760024,47.80638825,73.0428512
Won,53,7,1,42.51017817,38.49767896,38.77601293,54.41304916,52.01358955
Won,56,7,0,46.36424442,24.81664117,28.41521444,62.389178,47.70479969
Won,61,8,1,42.18721717,41.63388234,33.43508336,27.61083786,41.85210144
Not Won,38,4,0,56.70230115,57.84905745,61.92598537,55.74121925,67.72623648
Not Won,27,6,0,95.62511321,83.19198507,32.70370804,47.5867859,93.28942875
Won,58,9,1,51.30943458,42.38169589,31.63821983,34.93967589,43.5147035
Won,47,0,1,58.50914434,45.27448991,41.46083278,48.75104481,60.62154762
Not Won,66,2,0,16.30087463,32.09256235,55.75360526,40.01631491,17.57449004
Not Won,47,3,1,42.17357294,43.19543752,77.43563375,45.16576505,48.09488882
Won,60,8,1,45.75546397,37.79854549,39.35259204,32.894959,36.6036695
Won,60,8,1,44.16185152,42.59512255,45.64022606,19.27398208,41.07616775
Not Won,32,3,0,54.3729197,74.06788076,78.93291175,49.06380777,71.86855792
Won,48,0,1,56.65932339,58.79733489,42.91238056,35.51124294,58.23693574
Won,47,0,1,60.34881817,46.64546546,26.21659079,58.23785257,64.18629368
Not Won,47,3,1,46.38595562,38.70871138,79.84396187,39.49704074,53.44720006
Won,50,0,1,50.43824117,52.71276095,39.0810888,40.04377398,60.8486863
Won,52,8,1,48.97290644,41.01688375,37.39741934,52.00329918,51.64781149
Not Won,40,1,0,44.75387049,71.38596261,53.4826339,48.77852951,72.22646204
Not Won,43,5,0,53.00974268,66.4878461,71.54755647,29.30330201,55.77471595
Not Won,28,7,0,72.37192821,81.57412221,81.50682731,34.07262263,79.27046037
Not Won,72,0,1,23.34024406,19.34029209,25.22966924,45.11194384,19.5025271
Not Won,39,3,0,73.02415698,67.79901184,58.71312355,24.41072723,69.97497572
Won,37,6,1,65.81216363,62.75692538,63.66105987,38.9911906,74.36107446
Not Won,37,3,0,60.16464704,51.78725572,58.8530214,60.12613651,76.03628814
Not Won,27,7,0,70.31436874,69.28392934,80.74882579,52.80058855,82.03001863
Not Won,18,3,0,96.66592208,99,77.29510262,34.3489275,90.36552141
Won,44,2,1,58.53132852,65.39752557,62.51953501,23.89220863,60.55268811
Not Won,35,2,0,61.10055701,58.05325406,67.96214806,51.68023677,77.77200036
Not Won,34,4,0,28.27884259,82.59356597,68.91713505,83.78438313,57.94242876
Won,51,0,1,72.24966028,45.99010318,40.72123873,19.61854006,58.60007022
Won,48,10,1,39.27647795,53.98976389,40.46439731,59.6184515,55.85354988
Not Won,38,4,0,50.39777597,63.30629579,70.74542572,43.89953175,70.82619884
Won,49,7,1,41.58909697,47.38407792,41.19116461,64.62959986,52.72585602
Won,57,10,1,47.79098007,33.28017836,41.13915731,46.10305318,39.26572671
Not Won,47,2,0,47.98957412,64.13778341,66.89804466,18.90734554,55.95899413
Won,37,3,1,53.15185662,67.18439842,67.72827191,47.01253427,67.89499326
Won,58,8,1,41.8068749,70.36967892,37.53334123,12.15486953,40.27020318
Not Won,61,0,0,15.09527755,25.92483539,56.70981164,67.56172436,22.152999
Not Won,47,1,0,42.39730224,56.05252583,74.60613912,32.91727059,47.6549301
Not Won,62,2,0,17.18927881,28.19876023,27.34721932,77.6524678,30.6208889
Not Won,27,2,0,77.17424493,74.2339661,67.85863131,51.65093992,84.01946042
Not Won,44,3,0,60.36133889,54.81381174,66.76698687,29.92593114,59.2829445
Not Won,27,4,0,68.95202555,73.71741227,72.38704458,54.91561118,82.13606767
Not Won,91,0,0,0.465885884,14.2539018,8.67585511,12.96683567,3.43257258
Won,43,0,1,56.9717374,55.24568497,56.1186599,41.51569736,63.32114372
Not Won,25,4,0,71.21617354,80.91510992,79.47228729,46.01332208,87.19728043
Not Won,17,4,0,59.49368412,70.8134987,97.6340734,87.50494997,89.2972779
Won,48,7,1,46.38059001,54.32158409,53.06899634,44.18869167,54.56969622
Not Won,39,1,0,69.36008962,67.53905882,54.31457461,32.05826663,71.02308471
Not Won,23,7,0,68.27910793,60.08094479,74.26067358,81.256688,88.21491558
Won,57,7,0,32.0742415,43.25379039,37.42650239,56.67050285,38.92877661
Not Won,23,7,0,77.0623884,82.57338704,73.47911559,49.2276561,91.88582617
Won,44,9,0,48.30627326,47.39722859,51.64016903,64.05160728,58.47514411
Not Won,33,5,0,53.27187007,63.82785319,70.35522616,62.06711154,74.60572867
Not Won,28,3,0,61.65464597,67.4769088,74.63003342,59.93449125,84.8863595
Won,63,7,1,38.91986864,36.69499892,36.97063325,29.13995019,36.94524976
Won,59,8,1,52.08374922,42.10316159,46.71861627,15.16662517,40.28409047
Won,60,7,1,37.05782276,46.06308725,33.97593187,34.46051771,38.96321924
Not Won,57,2,0,14.09937983,18.96233244,93.4664464,54.42468559,25.48737927
Won,43,0,1,53.56526918,48.93042788,57.04996284,53.61328954,62.16855488
Won,54,0,1,42.13167536,61.28589124,44.63851364,28.8501231,44.07968475
Not Won,87,3,0,18.16138707,11.47803884,17.46125617,10.62467748,3.152310156
Won,53,8,0,38.77723444,48.22887379,38.78827136,53.83582243,44.95945954
Won,69,8,0,31.3275596,41.05192674,22.25331025,23.38268498,28.62930645
Won,45,0,1,50.99478238,53.1989599,48.15646754,48.64090928,65.11218635
Not Won,35,3,0,45.78804923,54.64226661,46.00647734,94.02476701,73.81925062
Won,50,8,1,44.45541476,35.27462189,41.08702608,62.6442093,58.36155885
Not Won,37,5,0,88.94692056,42.35604958,47.21606135,47.74932946,79.18480615
Won,66,8,1,26.19146789,33.94809535,25.94847163,49.36438077,25.17030831
Not Won,44,1,0,60.56098833,56.5566275,60.09019947,26.76449356,65.82534999
Not Won,37,2,0,56.63665359,41.5729318,66.20806132,63.99637908,74.63116209
Not Won,43,2,0,48.771318,46.1894303,44.34399513,68.82701592,69.29914169
Not Won,38,2,1,54.16664795,39.55334564,50.31884626,90.3077028,64.77486747
Not Won,59,1,0,41.72800745,34.80909422,66.34990393,14.59048757,40.25558713
Won,65,8,1,48.77824381,40.01631859,37.42588116,4.651232948,36.51860939
Won,80,2,0,26.96447379,24.96600407,20.56626402,7.641131095,11.89904876
Not Won,31,5,0,66.61138064,84.53854733,56.11251363,50.80386805,74.03482035
Won,46,0,1,51.94689656,51.26601872,47.73951816,53.95002891,57.90287576
Not Won,8,2,0,79.60099909,94.45160523,96.66232975,78.73907538,98.73846806
Won,46,1,0,42.00841577,58.36510586,52.24895103,54.03475379,53.36160537
Not Won,42,0,0,39.48502101,51.1671498,52.03571019,77.83959927,60.17409664
Not Won,36,6,0,59.44217492,52.22583699,52.47991015,67.43116275,75.89924687
Won,32,2,1,56.66774346,69.00952323,47.35665184,74.74268338,80.13936586
Not Won,34,2,0,51.66860035,65.00479076,41.07912034,77.21108265,82.89952719
Not Won,20,3,0,44.02781872,68.20853795,89.36349754,92.08077254,94.15622615
Not Won,66,1,0,21.83205102,22.16177264,31.25864191,63.13350195,25.23398413
Not Won,39,0,0,53.69902283,64.79547988,68.8604069,43.12209775,62.99057306
Won,56,7,1,43.29472919,35.89449969,37.20717693,54.30222443,42.05668688
Won,52,7,1,47.54986191,51.44348507,44.1203004,39.06839542,49.03138554
Not Won,40,4,0,62.10483851,54.17344949,52.65524977,53.31006063,69.74341456
Won,72,9,1,48.97044011,22.78973273,25.31860914,9.206401233,27.6047743
Won,56,8,0,40.66310229,43.92618325,30.50251995,53.79426102,43.52276647
Won,58,9,1,36.29197195,28.16681366,44.48174142,55.52515283,37.30238156
Won,55,9,1,42.85724265,37.90894791,44.85681434,49.62478618,40.26058576
Not Won,64,1,1,26.14269034,24.18307834,34.81704654,61.07889017,27.34573398
Not Won,35,0,0,54.00093818,77.78363442,56.25182371,57.57131843,68.07590057
Not Won,69,1,0,25.43867138,14.90660843,10.69263195,72.07460474,24.12286241
Won,52,9,1,39.478841,48.62715593,40.90264147,51.78379234,48.99498201
Won,50,0,1,57.18233019,55.42224128,27.34573445,42.84530802,57.18614228
Not Won,32,3,0,65.76822282,66.71034466,60.09763891,53.19595986,82.86647118
Not Won,72,3,0,15.89388268,38.64380196,44.14264478,17.03260276,18.75300494
Not Won,40,2,0,65.29567334,73.30154657,26.1631704,50.905075,74.07291711
Not Won,62,3,1,13.09735758,11.3178748,26.97315338,98.20882051,30.60840672
Won,53,7,0,41.06561993,36.64527762,36.20511295,67.21368741,45.60645154
Not Won,31,6,0,55.23318961,48.56238716,61.21576119,88.59921844,78.33890477
Not Won,75,2,0,11.54879536,6.404790709,5.922186343,78.47860959,16.62072537
Not Won,61,2,0,24.48975263,19.19850901,25.12842457,82.58572221,33.97669201
Won,53,10,1,38.12118906,37.19361378,34.56271225,67.55928584,46.50815638
Won,54,8,1,46.05071612,54.75271282,51.68226692,27.15200646,43.49042635
Won,68,8,0,35.67012111,25.91330396,31.31900843,27.32625681,29.73727903
Not Won,67,2,0,1.8897512,2.863959234,39.46071819,74.58642251,38.76825638
Not Won,36,6,0,52.05860629,70.49013517,60.57582481,52.49888773,72.33837563
Not Won,38,2,0,60.62309072,48.62689391,47.09726623,69.90196375,73.13697038
Won,58,7,1,48.11683249,43.76878537,54.46196371,10.71339383,43.44645652
Not Won,35,1,0,52.55009304,57.62729882,71.35866406,61.40839184,69.80691347
Not Won,79,1,1,23.4282433,17.4363432,19.46233522,21.80495668,13.49671556
Not Won,34,6,0,51.45634656,63.81210938,68.13362598,59.83698229,75.71394219
Not Won,49,3,0,73.1118668,10.45124471,75.60589034,16.69322109,71.03438337
Not Won,69,4,0,9.065034561,19.49065202,18.76311678,78.43925037,20.68338502
Not Won,32,2,0,48.37684362,53.68930265,63.51319103,86.46593329,76.92649317
Won,70,1,1,19.73793094,21.07531309,35.43502159,49.6064297,16.18760495
Won,64,9,1,32.28641257,30.99439579,24.13890323,54.93109887,29.32509394
Not Won,39,8,0,65.21171684,61.71554957,45.2367791,50.16327677,71.02665721
Not Won,23,6,0,58.40836429,87.97854813,80.19298487,63.29011095,85.13970866
Not Won,39,6,0,58.49531953,57.83994325,53.85263357,51.24980357,74.39125913
Won,56,7,1,37.21654625,40.39743816,43.77485474,50.01203101,39.58023362
Not Won,15,7,0,93.45570089,75.00291899,77.13963235,70.776322,95.41805431
Not Won,76,4,0,1.142378568,14.31091558,9.043053833,71.99508581,15.77626078
Won,63,10,0,43.29494834,32.5053743,27.81889667,40.17716631,34.41664696
Not Won,32,5,0,52.16882728,50.96658873,54.95333371,93.68127722,78.55449777
Not Won,40,2,0,43.6114812,49.28730542,39.34200361,88.63441516,68.88446548
Not Won,46,1,0,38.07146021,48.05810539,60.78857446,57.48274404,54.40552405
Won,59,10,1,44.60337535,43.73777946,42.373763,28.26080994,35.72644723
Not Won,43,3,0,48.85477686,38.26750748,36.18039438,83.37270593,69.77269157
Won,41,1,1,51.27075448,45.53006553,24.92056193,92.86177156,70.91853121
Not Won,68,1,0,37.44741377,35.56674137,52.78221562,7.326944875,20.75715444
Not Won,60,3,0,31.03983024,66.90364627,8.214896176,41.59200917,43.40506718
Won,71,10,1,32.40609302,31.32460809,33.41431923,15.0613645,23.50448622
Won,59,8,1,29.46904497,33.36936783,50.18880033,52.89707448,29.81044625
Won,56,8,1,40.12124421,22.24652227,27.96706337,74.16869992,46.50587608
Won,48,0,0,24.87354332,44.54786914,43.97052619,89.71254093,45.41010963
Not Won,67,2,0,45.36246136,44.56222651,36.52558994,3.033792836,26.94479998
Not Won,36,4,0,53.36626594,48.86587661,54.51274741,79.62824683,74.48911586
Won,48,0,1,66.70088982,51.30237412,41.54999529,23.89565275,67.83399994
Not Won,57,2,0,22.83966973,44.0368096,52.41213837,53.30977317,33.36603054
Not Won,34,2,0,55.7898524,57.91279931,38.73029795,87.81937048,79.39487153
Not Won,26,6,0,72.7243725,71.71596493,77.22360583,53.77125568,83.31592715
Won,52,7,0,39.18349039,36.75353493,45.11330589,65.46098945,45.9915219
Not Won,45,1,0,61.38596319,56.06138444,58.24351101,28.96262628,63.22042044
Won,49,10,0,50.2131137,48.74856142,40.58079092,50.96588852,56.58989345
Won,49,9,0,54.51435811,41.35579286,33.0210087,50.96927373,64.85190321
Not Won,29,7,0,64.49574189,65.87359713,75.31630956,57.35192267,78.96272202
Won,64,7,1,25.85583731,26.46496017,42.44437913,50.85398969,26.16565469
Not Won,38,3,0,59.34065493,67.8450259,48.97306585,48.45156232,77.01907977
Not Won,73,1,0,34.12600486,19.06747827,43.45024268,6.004244494,23.96539733
Not Won,41,0,0,32.87197199,51.02458867,64.5669258,77.4430976,58.80301844
Won,66,8,1,42.12167807,33.14080409,29.73162139,27.14482092,28.35615114
Won,61,8,0,40.21005323,28.07070463,26.42422941,51.16179915,42.60630572
Not Won,27,7,0,99,48.07127995,40.91391043,73.09832382,92.74911197
Not Won,34,3,0,63.55075496,65.87160439,63.17422595,45.66881053,79.01362184
Not Won,25,1,0,71.06066684,62.44669026,42.05118426,94.34037769,92.40236673
Won,52,10,0,38.57207402,37.62826089,57.33137091,54.37389393,43.50431717
Won,50,9,1,48.10416697,50.24501966,39.02175186,52.24543367,53.11256855
Won,66,7,1,31.94103664,28.54451367,25.48259359,48.86769105,27.81793252
Won,63,8,0,34.7922448,38.24612588,17.0899466,47.82522071,38.22728557
Won,54,7,1,53.34884894,35.17922002,59.71197383,27.78403256,43.48966553
Won,71,7,0,41.90094661,30.1126666,33.87707236,10.46330572,20.04875892
Not Won,31,7,0,61.81184062,60.95660252,44.44924357,83.17199753,84.21512382
Won,55,10,0,41.66822769,41.81087258,46.03168339,47.869497,38.50639239
Not Won,73,3,1,25.70512145,18.96913078,12.49660075,48.09436488,24.54679968
Not Won,44,6,0,54.70439696,59.45765886,57.48743718,37.88556469,61.89174374
Not Won,58,3,0,24.53753894,15.25774702,63.7668358,67.72130604,30.16449917
Won,54,9,0,37.57463556,43.97466163,37.8202179,56.09651915,44.08354343
Not Won,79,4,0,34.44601459,24.05693604,19.76094478,9.798627037,9.154139682
Not Won,26,2,0,82.92858539,82.56249706,64.25140274,42.06255967,86.44343445
Won,58,8,1,44.57490493,44.36059832,42.10796536,29.38615089,38.88519897
Not Won,17,4,0,71.95227037,81.27464462,90.76242156,65.1914338,94.4566563
Won,64,8,1,35.81032774,38.99772246,42.00770026,28.24520059,26.61281551
